Input for MX Roads
Generated on 06-Nov-06 11:27:28 PM

Northing          	Easting           	Elevation         	Layer             	Sequence ID       
       8.113	       4.926	       3.390	3	1091
       7.808	       4.908	       3.390	3	1093
       7.144	       1.911	       2.300	3	1094
       5.172	       2.378	       3.390	3	1096
       5.585	       5.374	       4.670	3	1097
       7.144	       1.911	       2.300	3	1099
       5.172	       2.378	       3.390	3	1100
       5.585	       5.374	       4.670	3	1102
       7.808	       4.908	       3.390	3	1103
       7.628	       4.908	       3.390	3	1105
       6.965	       1.911	       2.300	3	1106
       4.993	       2.378	       3.390	3	1108
       5.405	       5.374	       4.670	3	1109
       6.965	       1.911	       2.300	3	1111
       4.993	       2.378	       3.390	3	1112
       5.405	       5.374	       4.670	3	1114
       7.628	       4.908	       3.390	3	1115
       7.395	       4.908	       3.390	3	1117
       6.732	       1.911	       2.300	3	1118
       4.760	       2.378	       3.390	3	1120
       5.172	       5.374	       4.670	3	1121
       6.732	       1.911	       2.300	3	1123
       4.760	       2.378	       3.390	3	1124
       5.172	       5.374	       4.670	3	1126
       7.395	       4.908	       3.390	3	1127
       7.162	       4.944	       3.390	3	1129
       6.499	       1.947	       2.300	3	1130
       4.527	       2.414	       3.390	3	1132
       4.939	       5.410	       4.670	3	1133
       6.499	       1.947	       2.300	3	1135
       4.527	       2.414	       3.390	3	1136
       4.939	       5.410	       4.670	3	1138
       7.162	       4.944	       3.390	3	1139
       7.162	       5.285	       3.390	3	1141
       6.499	       2.288	       2.300	3	1142
       4.527	       2.754	       3.390	3	1144
       4.939	       5.751	       4.670	3	1145
       6.499	       2.288	       2.300	3	1147
       4.527	       2.754	       3.390	3	1148
       4.939	       5.751	       4.670	3	1150
       7.162	       5.285	       3.390	3	1151
       7.091	       5.339	       3.390	3	1153
       6.427	       2.342	       2.300	3	1154
       4.455	       2.808	       3.390	3	1156
       4.868	       5.805	       4.670	3	1157
       6.427	       2.342	       2.300	3	1159
       4.455	       2.808	       3.390	3	1160
       4.868	       5.805	       4.670	3	1162
       7.091	       5.339	       3.390	3	1163
       6.786	       5.339	       3.390	3	1165
       6.123	       2.342	       2.300	3	1166
       4.150	       2.808	       3.390	3	1168
       4.563	       5.805	       4.670	3	1169
       6.123	       2.342	       2.300	3	1171
       4.150	       2.808	       3.390	3	1172
       4.563	       5.805	       4.670	3	1174
       6.786	       5.339	       3.390	3	1175
       6.696	       5.285	       3.390	3	1177
       6.033	       2.288	       2.300	3	1178
       4.061	       2.754	       3.390	3	1180
       4.473	       5.751	       4.670	3	1181
       6.033	       2.288	       2.300	3	1183
       4.061	       2.754	       3.390	3	1184
       4.473	       5.751	       4.670	3	1186
       6.696	       5.285	       3.390	3	1187
       6.678	       5.105	       3.390	3	1189
       6.015	       2.108	       2.300	3	1190
       4.043	       2.575	       3.390	3	1192
       4.455	       5.572	       4.670	3	1193
       6.015	       2.108	       2.300	3	1195
       4.043	       2.575	       3.390	3	1196
       4.455	       5.572	       4.670	3	1198
       6.678	       5.105	       3.390	3	1199
       4.832	       4.675	       3.390	3	1201
       5.244	       7.671	       4.670	3	1202
       5.244	       7.671	       4.670	3	1204
       7.467	       7.205	       3.390	3	1205
       7.467	       7.205	       3.390	3	1207
       6.804	       4.208	       2.300	3	1208
       6.804	       4.208	       2.300	3	1210
       4.832	       4.675	       3.390	3	1211
       7.933	       8.335	       3.390	3	1213
       7.270	       5.339	       2.300	3	1214
       5.298	       5.805	       3.390	3	1216
       5.710	       8.802	       4.670	3	1217
       7.270	       5.339	       2.300	3	1219
       5.298	       5.805	       3.390	3	1220
       5.710	       8.802	       4.670	3	1222
       7.933	       8.335	       3.390	3	1223
       8.130	       8.281	       3.390	3	1225
       7.467	       5.285	       2.300	3	1226
       5.495	       5.751	       3.390	3	1228
       5.907	       8.748	       4.670	3	1229
       7.467	       5.285	       2.300	3	1231
       5.495	       5.751	       3.390	3	1232
       5.907	       8.748	       4.670	3	1234
       8.130	       8.281	       3.390	3	1235
       8.274	       8.048	       3.390	3	1237
       7.611	       5.051	       2.300	3	1238
       5.638	       5.518	       3.390	3	1240
       6.051	       8.515	       4.670	3	1241
       7.611	       5.051	       2.300	3	1243
       5.638	       5.518	       3.390	3	1244
       6.051	       8.515	       4.670	3	1246
       8.274	       8.048	       3.390	3	1247
       8.381	       6.361	       3.390	3	1249
       7.718	       3.365	       2.300	3	1250
       5.746	       3.831	       3.390	3	1252
       6.158	       6.828	       4.670	3	1253
       7.718	       3.365	       2.300	3	1255
       5.746	       3.831	       3.390	3	1256
       6.158	       6.828	       4.670	3	1258
       8.381	       6.361	       3.390	3	1259
       8.848	       7.492	       3.390	3	1261
       8.184	       4.495	       2.300	3	1262
       6.212	       4.962	       3.390	3	1264
       6.625	       7.958	       4.670	3	1265
       8.184	       4.495	       2.300	3	1267
       6.212	       4.962	       3.390	3	1268
       6.625	       7.958	       4.670	3	1270
       8.848	       7.492	       3.390	3	1271
       7.718	       3.365	       2.300	3	1273
       5.746	       3.831	       3.390	3	1274
       6.158	       6.828	       4.670	3	1276
       8.381	       6.361	       3.390	3	1277
       7.718	       3.365	       2.300	3	1279
       5.746	       3.831	       3.390	3	1280
       6.158	       6.828	       4.670	3	1282
       8.381	       6.361	       3.390	3	1283
       8.668	       5.608	       3.390	3	1285
       8.005	       2.611	       2.300	3	1286
       6.033	       3.077	       3.390	3	1288
       6.445	       6.074	       4.670	3	1289
       8.005	       2.611	       2.300	3	1291
       6.033	       3.077	       3.390	3	1292
       6.445	       6.074	       4.670	3	1294
       8.668	       5.608	       3.390	3	1295
       8.615	       5.339	       3.390	3	1297
       7.951	       2.342	       2.300	3	1298
       5.979	       2.808	       3.390	3	1300
       6.391	       5.805	       4.670	3	1301
       7.951	       2.342	       2.300	3	1303
       5.979	       2.808	       3.390	3	1304
       6.391	       5.805	       4.670	3	1306
       8.615	       5.339	       3.390	3	1307
       8.292	       5.033	       3.390	3	1309
       7.628	       2.037	       2.300	3	1310
       5.656	       2.503	       3.390	3	1312
       6.069	       5.500	       4.670	3	1313
       7.628	       2.037	       2.300	3	1315
       5.656	       2.503	       3.390	3	1316
       6.069	       5.500	       4.670	3	1318
       8.292	       5.033	       3.390	3	1319
       8.059	       4.926	       3.390	3	1321
       7.395	       1.929	       2.300	3	1322
       5.423	       2.396	       3.390	3	1324
       5.836	       5.392	       4.670	3	1325
       7.395	       1.929	       2.300	3	1327
       5.423	       2.396	       3.390	3	1328
       5.836	       5.392	       4.670	3	1330
       8.059	       4.926	       3.390	3	1331
       7.754	       4.908	       3.390	3	1333
       7.091	       1.911	       2.300	3	1334
       5.119	       2.378	       3.390	3	1336
       5.531	       5.374	       4.670	3	1337
       7.091	       1.911	       2.300	3	1339
       5.119	       2.378	       3.390	3	1340
       5.531	       5.374	       4.670	3	1342
       7.754	       4.908	       3.390	3	1343
       7.575	       4.908	       3.390	3	1345
       6.911	       1.911	       2.300	3	1346
       4.939	       2.378	       3.390	3	1348
       5.352	       5.374	       4.670	3	1349
       6.911	       1.911	       2.300	3	1351
       4.939	       2.378	       3.390	3	1352
       5.352	       5.374	       4.670	3	1354
       7.575	       4.908	       3.390	3	1355
       7.342	       4.908	       3.390	3	1357
       6.678	       1.911	       2.300	3	1358
       4.706	       2.378	       3.390	3	1360
       5.119	       5.374	       4.670	3	1361
       6.678	       1.911	       2.300	3	1363
       4.706	       2.378	       3.390	3	1364
       5.119	       5.374	       4.670	3	1366
       7.342	       4.908	       3.390	3	1367
       7.109	       4.944	       3.390	3	1369
       6.445	       1.947	       2.300	3	1370
       4.473	       2.414	       3.390	3	1372
       4.885	       5.410	       4.670	3	1373
       6.445	       1.947	       2.300	3	1375
       4.473	       2.414	       3.390	3	1376
       4.885	       5.410	       4.670	3	1378
       7.109	       4.944	       3.390	3	1379
       7.109	       5.285	       3.390	3	1381
       6.445	       2.288	       2.300	3	1382
       4.473	       2.754	       3.390	3	1384
       4.885	       5.751	       4.670	3	1385
       6.445	       2.288	       2.300	3	1387
       4.473	       2.754	       3.390	3	1388
       4.885	       5.751	       4.670	3	1390
       7.109	       5.285	       3.390	3	1391
       7.037	       5.339	       3.390	3	1393
       6.374	       2.342	       2.300	3	1394
       4.401	       2.808	       3.390	3	1396
       4.814	       5.805	       4.670	3	1397
       6.374	       2.342	       2.300	3	1399
       4.401	       2.808	       3.390	3	1400
       4.814	       5.805	       4.670	3	1402
       7.037	       5.339	       3.390	3	1403
       6.732	       5.339	       3.390	3	1405
       6.069	       2.342	       2.300	3	1406
       4.097	       2.808	       3.390	3	1408
       4.509	       5.805	       4.670	3	1409
       6.069	       2.342	       2.300	3	1411
       4.097	       2.808	       3.390	3	1412
       4.509	       5.805	       4.670	3	1414
       6.732	       5.339	       3.390	3	1415
       6.642	       5.285	       3.390	3	1417
       5.979	       2.288	       2.300	3	1418
       4.007	       2.754	       3.390	3	1420
       4.419	       5.751	       4.670	3	1421
       5.979	       2.288	       2.300	3	1423
       4.007	       2.754	       3.390	3	1424
       4.419	       5.751	       4.670	3	1426
       6.642	       5.285	       3.390	3	1427
       6.625	       5.105	       3.390	3	1429
       5.961	       2.108	       2.300	3	1430
       3.989	       2.575	       3.390	3	1432
       4.401	       5.572	       4.670	3	1433
       5.961	       2.108	       2.300	3	1435
       3.989	       2.575	       3.390	3	1436
       4.401	       5.572	       4.670	3	1438
       6.625	       5.105	       3.390	3	1439
       4.706	       4.675	       3.390	3	1441
       5.119	       7.671	       4.670	3	1442
       5.119	       7.671	       4.670	3	1444
       7.342	       7.205	       3.390	3	1445
       7.342	       7.205	       3.390	3	1447
       6.678	       4.208	       2.300	3	1448
       6.678	       4.208	       2.300	3	1450
       4.706	       4.675	       3.390	3	1451
       7.808	       8.335	       3.390	3	1453
       7.144	       5.339	       2.300	3	1454
       5.172	       5.805	       3.390	3	1456
       5.585	       8.802	       4.670	3	1457
